2018-10-07 21:46,xcwjb01,南充,4.5,非常好看，不过那天出了点意外
2018-10-07 09:54,SWJ殆弑,赤峰,3,还成吧…特效挺好看的，其他剧情没法看
2018-10-07 09:33,pFa849621366,杭州,5,还不错啊，不值得花钱看
2018-10-07 09:27,叶星扬sun,阿拉善盟,4.5,还不错，情节可以
2018-10-07 09:26,陈明亮123,义乌,4,一般吧，没之前的好看
2018-10-07 09:22,天使档案,郑州,4.5,好看啊😄，不错
2018-10-07 09:20,崔建峰cjf,广州,5,很不错，值得推荐！
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 09:58,阿磊wcl,上海,5,可以 还算行吧
2018-10-07 09:54,SWJ殆弑,赤峰,3,还成吧…特效挺好看的，其他剧情没法看
2018-10-07 09:33,pFa849621366,杭州,5,还不错啊，不值得花钱看
2018-10-07 09:27,叶星扬sun,阿拉善盟,4.5,还不错，情节可以
2018-10-07 09:26,陈明亮123,义乌,4,一般吧，没之前的好看
2018-10-07 09:22,天使档案,郑州,4.5,好看啊😄，不错
2018-10-07 09:20,崔建峰cjf,广州,5,很不错，值得推荐！
2018-10-07 08:06,mengzhe25,沈阳,3,还可以吧，没啥意思。
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 09:58,阿磊wcl,上海,5,可以 还算行吧
2018-10-07 09:54,SWJ殆弑,赤峰,3,还成吧…特效挺好看的，其他剧情没法看
2018-10-07 09:33,pFa849621366,杭州,5,还不错啊，不值得花钱看
2018-10-07 09:27,叶星扬sun,阿拉善盟,4.5,还不错，情节可以
2018-10-07 09:26,陈明亮123,义乌,4,一般吧，没之前的好看
2018-10-07 09:22,天使档案,郑州,4.5,好看啊😄，不错
2018-10-07 09:20,崔建峰cjf,广州,5,很不错，值得推荐！
2018-10-07 08:06,mengzhe25,沈阳,3,还可以吧，没啥意思。
2018-10-07 07:39,qh13197477666,荆州,5,还可以，喜欢赵又廷
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 09:58,阿磊wcl,上海,5,可以 还算行吧
2018-10-07 09:54,SWJ殆弑,赤峰,3,还成吧…特效挺好看的，其他剧情没法看
2018-10-07 09:33,pFa849621366,杭州,5,还不错啊，不值得花钱看
2018-10-07 09:27,叶星扬sun,阿拉善盟,4.5,还不错，情节可以
2018-10-07 09:26,陈明亮123,义乌,4,一般吧，没之前的好看
2018-10-07 09:22,天使档案,郑州,4.5,好看啊😄，不错
2018-10-07 09:20,崔建峰cjf,广州,5,很不错，值得推荐！
2018-10-07 08:06,mengzhe25,沈阳,3,还可以吧，没啥意思。
2018-10-07 07:39,qh13197477666,荆州,5,还可以，喜欢赵又廷
2018-10-07 07:13,Emotion735,德阳,3.5,当局者迷。。。。。
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 09:58,阿磊wcl,上海,5,可以 还算行吧
2018-10-07 09:54,SWJ殆弑,赤峰,3,还成吧…特效挺好看的，其他剧情没法看
2018-10-07 09:33,pFa849621366,杭州,5,还不错啊，不值得花钱看
2018-10-07 09:27,叶星扬sun,阿拉善盟,4.5,还不错，情节可以
2018-10-07 09:26,陈明亮123,义乌,4,一般吧，没之前的好看
2018-10-07 09:22,天使档案,郑州,4.5,好看啊😄，不错
2018-10-07 09:20,崔建峰cjf,广州,5,很不错，值得推荐！
2018-10-07 08:06,mengzhe25,沈阳,3,还可以吧，没啥意思。
2018-10-07 07:39,qh13197477666,荆州,5,还可以，喜欢赵又廷
2018-10-07 07:13,Emotion735,德阳,3.5,当局者迷。。。。。
2018-10-07 06:01,ufo3908,郑州,4,期待很久的电影，最后承接第一部通天帝国，还行吧？
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 09:58,阿磊wcl,上海,5,可以 还算行吧
2018-10-07 09:54,SWJ殆弑,赤峰,3,还成吧…特效挺好看的，其他剧情没法看
2018-10-07 09:33,pFa849621366,杭州,5,还不错啊，不值得花钱看
2018-10-07 09:27,叶星扬sun,阿拉善盟,4.5,还不错，情节可以
2018-10-07 09:26,陈明亮123,义乌,4,一般吧，没之前的好看
2018-10-07 09:22,天使档案,郑州,4.5,好看啊😄，不错
2018-10-07 09:20,崔建峰cjf,广州,5,很不错，值得推荐！
2018-10-07 08:06,mengzhe25,沈阳,3,还可以吧，没啥意思。
2018-10-07 07:39,qh13197477666,荆州,5,还可以，喜欢赵又廷
2018-10-07 07:13,Emotion735,德阳,3.5,当局者迷。。。。。
2018-10-07 06:01,ufo3908,郑州,4,期待很久的电影，最后承接第一部通天帝国，还行吧？
2018-10-07 02:15,唯ai勋,广州,5,好看看啦，推荐
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 09:58,阿磊wcl,上海,5,可以 还算行吧
2018-10-07 09:54,SWJ殆弑,赤峰,3,还成吧…特效挺好看的，其他剧情没法看
2018-10-07 09:33,pFa849621366,杭州,5,还不错啊，不值得花钱看
2018-10-07 09:27,叶星扬sun,阿拉善盟,4.5,还不错，情节可以
2018-10-07 09:26,陈明亮123,义乌,4,一般吧，没之前的好看
2018-10-07 09:22,天使档案,郑州,4.5,好看啊😄，不错
2018-10-07 09:20,崔建峰cjf,广州,5,很不错，值得推荐！
2018-10-07 08:06,mengzhe25,沈阳,3,还可以吧，没啥意思。
2018-10-07 07:39,qh13197477666,荆州,5,还可以，喜欢赵又廷
2018-10-07 07:13,Emotion735,德阳,3.5,当局者迷。。。。。
2018-10-07 06:01,ufo3908,郑州,4,期待很久的电影，最后承接第一部通天帝国，还行吧？
2018-10-07 02:15,唯ai勋,广州,5,好看看啦，推荐
2018-10-07 01:50,藏剑全是叽,武汉,5,默默还好真滴还好，嘿嘿(º﹃º )
